timestamp_utc,session_id,source_id,clue,answer_raw,answer_norm,answer_len,clue_len,filled_indices,filled_pairs,shown_pattern,user_guess_raw,user_guess_norm,user_correct,revealed,num_remaining_correct
2025-11-05T22:56:51Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,9/8/2021_ERIC,"""Spamalot"" writer Idle",ERIC,ERIC,4,22,"[1, 3]","[[1, ""R""], [3, ""C""]]",_R_C,eric,ERIC,1,0,2
2025-11-05T22:56:56Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,4/27/2021_SUGARDADDY,"Wealthy boyfriend, perhaps",SUGARDADDY,SUGARDADDY,10,26,"[1, 5, 6, 8]","[[1, ""U""], [5, ""D""], [6, ""A""], [8, ""D""]]",_U___DA_D_,sugardaddy,SUGARDADDY,1,0,6
2025-11-05T22:57:27Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,5/30/2019_TAX,Duty,TAX,TAX,3,4,[1],"[[1, ""A""]]",_A_,,,0,0,0
2025-11-05T22:57:38Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,3/22/2016_ETO,D.D.E.'s charge in W.W. II,ETO,ETO,3,26,"[0, 2]","[[0, ""E""], [2, ""O""]]",E_O,evo,EVO,0,0,0
2025-11-05T22:57:48Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,6/16/2019_NOMEN,"The ""Tullius"" of Marcus Tullius Cicero",NOMEN,NOMEN,5,38,[0],"[[0, ""N""]]",N____,,,0,0,0
2025-11-05T22:58:01Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,2/3/2018_HALLPASS,Toilet paper?,HALLPASS,HALLPASS,8,13,[],[],________,,,0,0,0
2025-11-05T22:58:05Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,3/20/2019_DONHO,"""Tiny Bubbles"" crooner",DONHO,DONHO,5,22,[],[],_____,,,0,0,0
2025-11-05T22:58:09Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,5/21/2018_JEAN,Levi's material,JEAN,JEAN,4,15,"[1, 2]","[[1, ""E""], [2, ""A""]]",_EA_,jean,JEAN,1,0,2
2025-11-05T22:58:13Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,10/4/2018_ACLU,Org. defending 1-Across rights,ACLU,ACLU,4,30,[2],"[[2, ""L""]]",__L_,aclu,ACLU,1,0,3
2025-11-05T22:58:55Z,4ad3a72a-4a0e-4982-9228-1b8afb04e81f,12/14/2019_HITAT,Try to punch,HITAT,HITAT,5,12,[4],"[[4, ""T""]]",____T,quit,QUIT,0,0,0
2025-11-05T23:00:08Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,3/21/2021_NBA,Hoops grp.,NBA,NBA,3,10,[1],"[[1, ""B""]]",_B_,nba,NBA,1,0,2
2025-11-05T23:00:10Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/9/2020_EMU,Bird able to run faster than the fastest human,EMU,EMU,3,46,[1],"[[1, ""M""]]",_M_,emu,EMU,1,0,2
2025-11-05T23:00:12Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,6/6/2019_RIO,Feature on a Spanish map,RIO,RIO,3,24,[1],"[[1, ""I""]]",_I_,rio,RIO,1,0,2
2025-11-05T23:00:14Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,12/20/2018_SANS,Comic ___ (typeface),SANS,SANS,4,20,"[0, 1, 2]","[[0, ""S""], [1, ""A""], [2, ""N""]]",SAN_,sans,SANS,1,0,1
2025-11-05T23:00:21Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,5/8/2021_WHO,It becomes another question when its first letter is moved to the end,WHO,WHO,3,69,[1],"[[1, ""H""]]",_H_,who,WHO,1,0,2
2025-11-05T23:00:25Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/13/2019_TIRADE,"Tweetstorm, e.g.",TIRADE,TIRADE,6,16,[],[],______,tirade,TIRADE,1,0,6
2025-11-05T23:00:27Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/17/2018_TUNE,"Adjust, as a piano",TUNE,TUNE,4,18,[],[],____,tune,TUNE,1,0,4
2025-11-05T23:00:31Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,9/27/2021_INES,Mexican poet Juana ___ de la Cruz,INES,INES,4,33,"[1, 2]","[[1, ""N""], [2, ""E""]]",_NE_,inez,INEZ,0,0,1
2025-11-05T23:00:45Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,5/3/2019_ETTORE,"Automaker Bugatti who reportedly said ""I make my cars to go, not to stop""",ETTORE,ETTORE,6,73,"[1, 2, 3, 4, 5]","[[1, ""T""], [2, ""T""], [3, ""O""], [4, ""R""], [5, ""E""]]",_TTORE,attore,ATTORE,0,0,0
2025-11-05T23:00:47Z,43a7b6ae-85e7-4ac2-a301-302ca2556d9e,2/18/2020_STAN,Lee of Marvel Comics,STAN,STAN,4,20,"[1, 2, 3]","[[1, ""T""], [2, ""A""], [3, ""N""]]",_TAN,stan,STAN,1,0,1
2025-11-05T23:45:17Z,941afa25-f50a-4322-adac-503a043897e1,9/25/2019_AMBLE,Leisurely pace,AMBLE,AMBLE,5,14,[4],"[[4, ""E""]]",____E,,,0,0,0,1,0
2025-11-05T23:45:24Z,941afa25-f50a-4322-adac-503a043897e1,4/4/2020_LLAMAS,Kids : goats :: crias : ___,LLAMAS,LLAMAS,6,27,"[1, 5]","[[1, ""L""], [5, ""S""]]",_L___S,,,0,0,0,0,0
2025-11-05T23:45:29Z,941afa25-f50a-4322-adac-503a043897e1,9/6/2017_RILING,Annoying,RILING,RILING,6,8,"[0, 1, 3, 4, 5]","[[0, ""R""], [1, ""I""], [3, ""I""], [4, ""N""], [5, ""G""]]",RI_ING,riding,RIDING,0,0,0,0,0
2025-11-05T23:45:40Z,941afa25-f50a-4322-adac-503a043897e1,9/12/2016_CACTI,You might be stuck with these when traveling in the Southwest,CACTI,CACTI,5,61,"[0, 1, 2, 3]","[[0, ""C""], [1, ""A""], [2, ""C""], [3, ""T""]]",CACT_,cacti,CACTI,1,0,0,0,1
2025-11-05T23:45:49Z,941afa25-f50a-4322-adac-503a043897e1,4/9/2019_DUAL,Lionize / Twin,DUAL,DUAL,4,14,[],[],____,,,0,0,0,0,0
2025-11-05T23:45:58Z,941afa25-f50a-4322-adac-503a043897e1,9/14/2016_FAT,Budgetary excess,FAT,FAT,3,16,[0],"[[0, ""F""]]",F__,,,0,0,0,0,0
2025-11-05T23:46:05Z,941afa25-f50a-4322-adac-503a043897e1,2/17/2019_SHOO,"""Buzz off!""",SHOO,SHOO,4,11,[0],"[[0, ""S""]]",S___,scat,SCAT,0,0,0,0,0
2025-11-05T23:46:10Z,941afa25-f50a-4322-adac-503a043897e1,6/21/2021_BREAD,Moolah,BREAD,BREAD,5,6,"[0, 1, 2, 3]","[[0, ""B""], [1, ""R""], [2, ""E""], [3, ""A""]]",BREA_,bread,BREAD,1,0,0,0,1
2025-11-05T23:46:15Z,941afa25-f50a-4322-adac-503a043897e1,11/30/2016_OMG,"""Get. Out. Of. Here!""",OMG,OMG,3,21,[0],"[[0, ""O""]]",O__,off,OFF,0,0,0,0,0
2025-11-05T23:46:20Z,941afa25-f50a-4322-adac-503a043897e1,11/1/2020_WOE,Heartbreak,WOE,WOE,3,10,[1],"[[1, ""O""]]",_O_,,,0,0,0,0,0
2025-11-05T23:46:26Z,941afa25-f50a-4322-adac-503a043897e1,12/12/2018_BENEFIT,"25-Down, notably",BENEFIT,BENEFIT,7,16,"[2, 6]","[[2, ""N""], [6, ""T""]]",__N___T,,,0,0,1,0,0
2025-11-05T23:46:38Z,941afa25-f50a-4322-adac-503a043897e1,2/11/2021_NABOO,"Padme Amidala's home planet in ""Star Wars""",NABOO,NABOO,5,42,"[0, 1]","[[0, ""N""], [1, ""A""]]",NA___,naboo,NABOO,1,0,0,0,3
2025-11-05T23:46:45Z,941afa25-f50a-4322-adac-503a043897e1,5/8/2016_TEVYE,Milkman made famous by Zero Mostel,TEVYE,TEVYE,5,34,"[1, 2, 3, 4]","[[1, ""E""], [2, ""V""], [3, ""Y""], [4, ""E""]]",_EVYE,,,0,0,0,0,0
2025-11-05T23:46:55Z,941afa25-f50a-4322-adac-503a043897e1,10/16/2021_VOLCANO,One prone to blowing off steam,VOLCANO,VOLCANO,7,30,[],[],_______,,,0,0,0,0,0
2025-11-05T23:47:00Z,941afa25-f50a-4322-adac-503a043897e1,12/21/2018_BOXY,Squarish,BOXY,BOXY,4,8,"[0, 1, 2]","[[0, ""B""], [1, ""O""], [2, ""X""]]",BOX_,boxy,BOXY,1,0,0,0,1
2025-11-05T23:47:02Z,941afa25-f50a-4322-adac-503a043897e1,9/11/2017_PLEA,"""Not guilty,"" e.g.",PLEA,PLEA,4,18,"[0, 1]","[[0, ""P""], [1, ""L""]]",PL__,plea,PLEA,1,0,0,0,2
2025-11-05T23:47:11Z,941afa25-f50a-4322-adac-503a043897e1,10/7/2018_SCUBAS,"Visits a school, maybe",SCUBAS,SCUBAS,6,22,"[1, 3, 5]","[[1, ""C""], [3, ""B""], [5, ""S""]]",_C_B_S,,,0,0,0,0,0
2025-11-05T23:47:18Z,941afa25-f50a-4322-adac-503a043897e1,2/19/2019_DESSERT,"""Life is short -- eat ___ first""",DESSERT,DESSERT,7,32,"[0, 1, 2, 3, 6]","[[0, ""D""], [1, ""E""], [2, ""S""], [3, ""S""], [6, ""T""]]",DESS__T,dessert,DESSERT,1,0,0,0,2
2025-11-05T23:47:23Z,941afa25-f50a-4322-adac-503a043897e1,2/4/2021_FIENDS,Maniacs,FIENDS,FIENDS,6,7,"[0, 1, 3, 4, 5]","[[0, ""F""], [1, ""I""], [3, ""N""], [4, ""D""], [5, ""S""]]",FI_NDS,fiends,FIENDS,1,0,0,0,1
2025-11-05T23:47:27Z,941afa25-f50a-4322-adac-503a043897e1,1/3/2016_CAL,Golden Bears' sch.,CAL,CAL,3,18,[],[],___,cal,CAL,1,0,0,0,3
2025-11-05T23:47:31Z,941afa25-f50a-4322-adac-503a043897e1,5/8/2019_ODE,Verse from an admirer,ODE,ODE,3,21,[],[],___,ode,ODE,1,0,0,0,3
2025-11-05T23:47:36Z,941afa25-f50a-4322-adac-503a043897e1,7/20/2016_ISLAM,Hajji's religion,ISLAM,ISLAM,5,16,[],[],_____,islam,ISLAM,1,0,0,0,5
2025-11-05T23:47:39Z,941afa25-f50a-4322-adac-503a043897e1,9/5/2020_AVA,Palindromic woman's name,AVA,AVA,3,24,"[1, 2]","[[1, ""V""], [2, ""A""]]",_VA,ava,AVA,1,0,0,0,1
2025-11-05T23:47:40Z,941afa25-f50a-4322-adac-503a043897e1,9/5/2019_IAN,Actor McKellen,IAN,IAN,3,14,[2],"[[2, ""N""]]",__N,ian,IAN,1,0,0,0,2
2025-11-05T23:47:45Z,941afa25-f50a-4322-adac-503a043897e1,1/22/2020_ADRIATIC,"SS ___, onetime flagship of the White Star Line",ADRIATIC,ADRIATIC,8,47,"[0, 1, 2, 4, 5, 6, 7]","[[0, ""A""], [1, ""D""], [2, ""R""], [4, ""A""], [5, ""T""], [6, ""I""], [7, ""C""]]",ADR_ATIC,adriatic,ADRIATIC,1,0,0,0,1
2025-11-05T23:47:50Z,941afa25-f50a-4322-adac-503a043897e1,7/5/2018_IDA,Hells Canyon locale: Abbr.,IDA,IDA,3,26,"[0, 2]","[[0, ""I""], [2, ""A""]]",I_A,ida,IDA,1,0,0,0,1
2025-11-05T23:47:52Z,941afa25-f50a-4322-adac-503a043897e1,2/25/2020_SHEETS,500 things in a ream,SHEETS,SHEETS,6,20,"[0, 2, 3, 4, 5]","[[0, ""S""], [2, ""E""], [3, ""E""], [4, ""T""], [5, ""S""]]",S_EETS,sheets,SHEETS,1,0,0,0,1
2025-11-05T23:47:54Z,941afa25-f50a-4322-adac-503a043897e1,3/13/2018_AMEN,"""You said it!""",AMEN,AMEN,4,14,[2],"[[2, ""E""]]",__E_,amen,AMEN,1,0,0,0,3
2025-11-05T23:47:56Z,941afa25-f50a-4322-adac-503a043897e1,8/17/2018_SEEN,Attended (to),SEEN,SEEN,4,13,"[1, 2, 3]","[[1, ""E""], [2, ""E""], [3, ""N""]]",_EEN,seen,SEEN,1,0,0,0,1
2025-11-05T23:48:04Z,941afa25-f50a-4322-adac-503a043897e1,3/17/2019_ORD,Airport code for O'Hare,ORD,ORD,3,23,[0],"[[0, ""O""]]",O__,oha,OHA,0,0,0,0,0
2025-11-05T23:48:07Z,941afa25-f50a-4322-adac-503a043897e1,11/27/2017_ENO,Music producer Brian,ENO,ENO,3,20,[0],"[[0, ""E""]]",E__,eno,ENO,1,0,0,0,2
2025-11-05T23:48:09Z,941afa25-f50a-4322-adac-503a043897e1,2/10/2019_ANT,Hill and tunnel builder,ANT,ANT,3,23,"[1, 2]","[[1, ""N""], [2, ""T""]]",_NT,anty,ANTY,0,0,0,0,1
2025-11-05T23:48:13Z,941afa25-f50a-4322-adac-503a043897e1,4/3/2020_TASTESOF,"Brings to mind, as a flavor",TASTESOF,TASTESOF,8,27,"[0, 1, 3, 4, 5, 6, 7]","[[0, ""T""], [1, ""A""], [3, ""T""], [4, ""E""], [5, ""S""], [6, ""O""], [7, ""F""]]",TA_TESOF,tastesof,TASTESOF,1,0,0,0,1
2025-11-05T23:48:20Z,941afa25-f50a-4322-adac-503a043897e1,7/9/2019_ENSUE,Come after,ENSUE,ENSUE,5,10,"[1, 4]","[[1, ""N""], [4, ""E""]]",_N__E,ensue,ENSUE,1,0,0,0,3
2025-11-05T23:48:24Z,941afa25-f50a-4322-adac-503a043897e1,9/26/2018_FAR,"With 63-Down, distant",FAR,FAR,3,21,[0],"[[0, ""F""]]",F__,far,FAR,1,0,0,0,2
2025-11-05T23:48:29Z,941afa25-f50a-4322-adac-503a043897e1,11/30/2016_ASIDES,Some mutterings,ASIDES,ASIDES,6,15,"[2, 4]","[[2, ""I""], [4, ""E""]]",__I_E_,,,0,0,0,0,0
2025-11-05T23:48:34Z,941afa25-f50a-4322-adac-503a043897e1,12/2/2017_SOLTI,Conductor with over 30 Grammys,SOLTI,SOLTI,5,30,"[0, 3, 4]","[[0, ""S""], [3, ""T""], [4, ""I""]]",S__TI,santi,SANTI,0,0,0,0,0
2025-11-05T23:48:37Z,941afa25-f50a-4322-adac-503a043897e1,3/28/2019_ZIP,Goose egg,ZIP,ZIP,3,9,[1],"[[1, ""I""]]",_I_,nil,NIL,0,0,0,0,0
2025-11-05T23:48:49Z,941afa25-f50a-4322-adac-503a043897e1,9/9/2017_TRIBE,"Crow, for one",TRIBE,TRIBE,5,13,"[0, 3]","[[0, ""T""], [3, ""B""]]",T__B_,,,0,0,0,0,0
2025-11-05T23:48:55Z,941afa25-f50a-4322-adac-503a043897e1,9/1/2019_BANG,!,BANG,BANG,4,1,"[0, 2, 3]","[[0, ""B""], [2, ""N""], [3, ""G""]]",B_NG,bang,BANG,1,0,0,0,1
2025-11-05T23:48:57Z,941afa25-f50a-4322-adac-503a043897e1,1/5/2018_SEE,"""Get it?""",SEE,SEE,3,9,"[1, 2]","[[1, ""E""], [2, ""E""]]",_EE,see,SEE,1,0,0,0,1
2025-11-05T23:49:07Z,941afa25-f50a-4322-adac-503a043897e1,1/14/2021_SOSUEME,"""You don't like what I did? I don't care""",SOSUEME,SOSUEME,7,41,"[1, 2, 4, 5]","[[1, ""O""], [2, ""S""], [4, ""E""], [5, ""M""]]",_OS_EM_,sosueme,SOSUEME,1,0,0,0,3
2025-11-05T23:49:17Z,941afa25-f50a-4322-adac-503a043897e1,6/27/2020_GAVELS,"Things that go ""Bang!""",GAVELS,GAVELS,6,22,"[2, 4]","[[2, ""V""], [4, ""L""]]",__V_L_,anvils,ANVILS,0,0,0,0,1
2025-11-05T23:49:22Z,941afa25-f50a-4322-adac-503a043897e1,12/5/2019_TABLOID,"New York's Daily News, e.g.",TABLOID,TABLOID,7,27,"[0, 1, 2, 3, 4]","[[0, ""T""], [1, ""A""], [2, ""B""], [3, ""L""], [4, ""O""]]",TABLO__,tabloid,TABLOID,1,0,0,0,2
2025-11-05T23:49:27Z,941afa25-f50a-4322-adac-503a043897e1,6/1/2019_MASHEDPEAS,Classic baby food,MASHEDPEAS,MASHEDPEAS,10,17,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","[[1, ""A""], [2, ""S""], [3, ""H""], [4, ""E""], [5, ""D""], [6, ""P""], [7, ""E""], [8, ""A""], [9, ""S""]]",_ASHEDPEAS,mashedpeas,MASHEDPEAS,1,0,0,0,1
2025-11-05T23:49:32Z,941afa25-f50a-4322-adac-503a043897e1,2/24/2017_READE,"""It Is Never Too Late to Mend"" novelist, 1856",READE,READE,5,45,"[1, 2, 3, 4]","[[1, ""E""], [2, ""A""], [3, ""D""], [4, ""E""]]",_EADE,meade,MEADE,0,0,0,0,0
2025-11-05T23:49:47Z,941afa25-f50a-4322-adac-503a043897e1,11/3/2017_ROME,"Setting for Broadway's ""The Light in the Piazza""",ROME,ROME,4,48,[0],"[[0, ""R""]]",R___,,,0,0,0,1,0
2025-11-05T23:49:52Z,941afa25-f50a-4322-adac-503a043897e1,10/29/2018_ALUMS,"Homecoming attendees, for short",ALUMS,ALUMS,5,31,"[0, 2]","[[0, ""A""], [2, ""U""]]",A_U__,alums,ALUMS,1,0,0,0,3
2025-11-05T23:49:56Z,941afa25-f50a-4322-adac-503a043897e1,12/3/2017_TWOAM,When some bars close,TWOAM,TWOAM,5,20,"[1, 2, 3, 4]","[[1, ""W""], [2, ""O""], [3, ""A""], [4, ""M""]]",_WOAM,twoam,TWOAM,1,0,0,0,1
2025-11-05T23:49:58Z,941afa25-f50a-4322-adac-503a043897e1,1/8/2019_YAO,"7'6"" N.B.A. star ___ Ming",YAO,YAO,3,25,[],[],___,yao,YAO,1,0,0,0,3
2025-11-05T23:50:08Z,941afa25-f50a-4322-adac-503a043897e1,4/6/2021_RISERS,Supports for choirs,RISERS,RISERS,6,19,"[3, 4, 5]","[[3, ""E""], [4, ""R""], [5, ""S""]]",___ERS,,,0,0,0,0,0
2025-11-05T23:50:13Z,941afa25-f50a-4322-adac-503a043897e1,7/15/2019_BILGE,Ship's wastewater,BILGE,BILGE,5,17,"[0, 1, 2, 4]","[[0, ""B""], [1, ""I""], [2, ""L""], [4, ""E""]]",BIL_E,bilge,BILGE,1,0,0,0,1
2025-11-05T23:50:15Z,941afa25-f50a-4322-adac-503a043897e1,7/17/2018_SAKE,Sushi bar drink,SAKE,SAKE,4,15,"[0, 2]","[[0, ""S""], [2, ""K""]]",S_K_,sake,SAKE,1,0,0,0,2
2025-11-05T23:50:19Z,941afa25-f50a-4322-adac-503a043897e1,8/22/2020_AXIS,Pole position?,AXIS,AXIS,4,14,"[1, 3]","[[1, ""X""], [3, ""S""]]",_X_S,axis,AXIS,1,0,0,0,2
2025-11-05T23:50:27Z,941afa25-f50a-4322-adac-503a043897e1,11/4/2018_PERMIT,Department of Buildings issuance,PERMIT,PERMIT,6,32,"[0, 4]","[[0, ""P""], [4, ""I""]]",P___I_,,,0,0,0,0,0
2025-11-05T23:50:34Z,941afa25-f50a-4322-adac-503a043897e1,3/24/2019_GELCAPS,They're not hard to swallow,GELCAPS,GELCAPS,7,27,"[2, 3]","[[2, ""L""], [3, ""C""]]",__LC___,gelcaps,GELCAPS,1,0,0,0,5
2025-11-05T23:50:37Z,941afa25-f50a-4322-adac-503a043897e1,10/26/2018_SUING,"""I'm ___!""",SUING,SUING,5,10,"[3, 4]","[[3, ""N""], [4, ""G""]]",___NG,,,0,0,0,0,0
2025-11-05T23:50:41Z,941afa25-f50a-4322-adac-503a043897e1,1/3/2018_ARTSY,Culturally pretentious,ARTSY,ARTSY,5,22,"[0, 1, 2, 3]","[[0, ""A""], [1, ""R""], [2, ""T""], [3, ""S""]]",ARTS_,artsy,ARTSY,1,0,0,0,1
2025-11-05T23:50:49Z,941afa25-f50a-4322-adac-503a043897e1,4/12/2019_ATMS,They're loaded with cash,ATMS,ATMS,4,24,"[0, 3]","[[0, ""A""], [3, ""S""]]",A__S,atms,ATMS,1,0,0,0,2
2025-11-05T23:50:57Z,941afa25-f50a-4322-adac-503a043897e1,5/17/2020_STET,Editorial reversal,STET,STET,4,18,"[0, 1]","[[0, ""S""], [1, ""T""]]",ST__,stet,STET,1,0,0,0,2
2025-11-05T23:51:01Z,941afa25-f50a-4322-adac-503a043897e1,5/27/2020_NANU,"When repeated, Mork's farewell",NANU,NANU,4,30,[],[],____,,,0,0,0,0,0
2025-11-05T23:51:11Z,941afa25-f50a-4322-adac-503a043897e1,10/31/2019_UNIT,"Foot, fathom or furlong",UNIT,UNIT,4,23,[],[],____,unit,UNIT,1,0,0,0,4
2025-11-05T23:51:14Z,941afa25-f50a-4322-adac-503a043897e1,6/7/2019_SIRI,Popular assistant,SIRI,SIRI,4,17,[3],"[[3, ""I""]]",___I,siri,SIRI,1,0,0,0,3
2025-11-05T23:51:18Z,941afa25-f50a-4322-adac-503a043897e1,8/12/2021_SAKS,"Store near Rockefeller Center, familiarly",SAKS,SAKS,4,41,[3],"[[3, ""S""]]",___S,saks,SAKS,1,0,0,0,3
2025-11-05T23:51:21Z,941afa25-f50a-4322-adac-503a043897e1,10/8/2021_SPECK,Iota,SPECK,SPECK,5,4,"[0, 1, 2, 3]","[[0, ""S""], [1, ""P""], [2, ""E""], [3, ""C""]]",SPEC_,speck,SPECK,1,0,0,0,1
2025-11-05T23:51:27Z,941afa25-f50a-4322-adac-503a043897e1,10/6/2019_IMAGONER,"Words accompanying ""Uh-oh!""",IMAGONER,IMAGONER,8,27,"[0, 5, 7]","[[0, ""I""], [5, ""N""], [7, ""R""]]",I____N_R,,,0,0,0,0,0
2025-11-05T23:51:34Z,941afa25-f50a-4322-adac-503a043897e1,5/17/2018_ALAMODOME,60-Across sight,ALAMODOME,ALAMODOME,9,15,"[1, 3, 4, 5, 6, 7, 8]","[[1, ""L""], [3, ""M""], [4, ""O""], [5, ""D""], [6, ""O""], [7, ""M""], [8, ""E""]]",_L_MODOME,,,0,0,1,0,0
2025-11-05T23:51:37Z,941afa25-f50a-4322-adac-503a043897e1,11/21/2019_OSSA,Peak in Thessaly,OSSA,OSSA,4,16,[],[],____,etna,ETNA,0,0,0,0,1
2025-11-05T23:51:44Z,941afa25-f50a-4322-adac-503a043897e1,4/8/2018_ALSORAN,"Second, or worse",ALSORAN,ALSORAN,7,16,[5],"[[5, ""A""]]",_____A_,,,0,0,0,0,0
2025-11-05T23:51:51Z,941afa25-f50a-4322-adac-503a043897e1,1/29/2018_SNOW,Wintry coating,SNOW,SNOW,4,14,[],[],____,rime,RIME,0,0,0,0,0
2025-11-05T23:52:06Z,941afa25-f50a-4322-adac-503a043897e1,5/12/2020_SOBSTORY,Excuse meant to elicit sympathy,SOBSTORY,SOBSTORY,8,31,"[0, 4, 6]","[[0, ""S""], [4, ""T""], [6, ""R""]]",S___T_R_,,,0,0,0,1,0
2025-11-05T23:52:16Z,941afa25-f50a-4322-adac-503a043897e1,1/17/2020_STREAMS,Watering sites,STREAMS,STREAMS,7,14,"[0, 4, 6]","[[0, ""S""], [4, ""A""], [6, ""S""]]",S___A_S,,,0,0,0,0,0
2025-11-05T23:52:19Z,941afa25-f50a-4322-adac-503a043897e1,3/19/2017_TIER,Level,TIER,TIER,4,5,[1],"[[1, ""I""]]",_I__,tier,TIER,1,0,0,0,3
2025-11-05T23:52:24Z,941afa25-f50a-4322-adac-503a043897e1,4/2/2020_TEAL,Relative of turquoise,TEAL,TEAL,4,21,"[1, 3]","[[1, ""E""], [3, ""L""]]",_E_L,teal,TEAL,1,0,0,0,2
2025-11-05T23:52:33Z,941afa25-f50a-4322-adac-503a043897e1,6/16/2016_KEANU,2016 Key and Peele action comedy,KEANU,KEANU,5,32,"[0, 2, 3]","[[0, ""K""], [2, ""A""], [3, ""N""]]",K_AN_,keanu,KEANU,1,0,0,0,2
2025-11-05T23:52:37Z,941afa25-f50a-4322-adac-503a043897e1,10/17/2020_ANNA,"""Veep"" actress Chlumsky",ANNA,ANNA,4,23,[],[],____,,,0,0,0,0,0
2025-11-05T23:52:43Z,941afa25-f50a-4322-adac-503a043897e1,7/11/2017_TIESCORE,No-win situation,TIESCORE,TIESCORE,8,16,[7],"[[7, ""E""]]",_______E,loselose,LOSELOSE,0,0,0,0,1
2025-11-05T23:52:52Z,941afa25-f50a-4322-adac-503a043897e1,1/28/2017_SUBZERO,C-c-c-cold,SUBZERO,SUBZERO,7,10,[],[],_______,,,0,0,0,0,0
2025-11-05T23:52:56Z,941afa25-f50a-4322-adac-503a043897e1,10/22/2017_OKS,Signs off on,OKS,OKS,3,12,"[0, 2]","[[0, ""O""], [2, ""S""]]",O_S,oks,OKS,1,0,0,0,1
2025-11-05T23:53:03Z,941afa25-f50a-4322-adac-503a043897e1,11/21/2018_LEBARON,Old Chrysler,LEBARON,LEBARON,7,12,"[0, 2, 3]","[[0, ""L""], [2, ""B""], [3, ""A""]]",L_BA___,,,0,0,0,0,0
2025-11-05T23:53:10Z,941afa25-f50a-4322-adac-503a043897e1,8/19/2019_EDIT,Prepare to be published,EDIT,EDIT,4,23,[2],"[[2, ""I""]]",__I_,edit,EDIT,1,0,0,0,3
2025-11-05T23:53:15Z,941afa25-f50a-4322-adac-503a043897e1,1/17/2021_RATEDR,"Violent, maybe",RATEDR,RATEDR,6,14,"[1, 3]","[[1, ""A""], [3, ""E""]]",_A_E__,,,0,0,0,0,0
2025-11-05T23:53:19Z,941afa25-f50a-4322-adac-503a043897e1,9/17/2017_DILUTES,Adds water to,DILUTES,DILUTES,7,13,"[1, 2, 3, 4, 5, 6]","[[1, ""I""], [2, ""L""], [3, ""U""], [4, ""T""], [5, ""E""], [6, ""S""]]",_ILUTES,dilutes,DILUTES,1,0,0,0,1
2025-11-05T23:53:24Z,941afa25-f50a-4322-adac-503a043897e1,4/21/2021_HECATE,"Goddess and ruler of the witches in ""Macbeth""",HECATE,HECATE,6,45,[1],"[[1, ""E""]]",_E____,,,0,0,0,0,0
2025-11-05T23:53:31Z,941afa25-f50a-4322-adac-503a043897e1,12/5/2020_YESLETS,"""How can I say no?!""",YESLETS,YESLETS,7,20,"[0, 4]","[[0, ""Y""], [4, ""E""]]",Y___E__,,,0,0,0,0,0
2025-11-05T23:53:35Z,941afa25-f50a-4322-adac-503a043897e1,3/1/2020_NAIL,Get perfect,NAIL,NAIL,4,11,"[0, 1]","[[0, ""N""], [1, ""A""]]",NA__,nail,NAIL,1,0,0,0,2
2025-11-05T23:53:42Z,941afa25-f50a-4322-adac-503a043897e1,11/6/2016_TREAD,It makes tracks,TREAD,TREAD,5,15,[2],"[[2, ""E""]]",__E__,wheel,WHEEL,0,0,0,0,0
2025-11-05T23:53:48Z,941afa25-f50a-4322-adac-503a043897e1,7/14/2021_RPM,Dashboard abbr.,RPM,RPM,3,15,"[0, 1]","[[0, ""R""], [1, ""P""]]",RP_,rpg,RPG,0,0,0,0,0
2025-11-05T23:53:51Z,941afa25-f50a-4322-adac-503a043897e1,8/25/2019_SWAM,"Didn't sink, say",SWAM,SWAM,4,16,"[1, 2]","[[1, ""W""], [2, ""A""]]",_WA_,swm,SWM,0,0,0,0,1
2025-11-05T23:53:59Z,941afa25-f50a-4322-adac-503a043897e1,11/10/2018_RAT,One might be paid to talk,RAT,RAT,3,25,[1],"[[1, ""A""]]",_A_,,,0,0,0,0,0
2025-11-05T23:54:06Z,941afa25-f50a-4322-adac-503a043897e1,5/9/2021_FED,"Janet Yellen's former post, with ""the""",FED,FED,3,38,[1],"[[1, ""E""]]",_E_,,,0,0,0,0,0
